Time (s),Camera_S_X,Camera_S_Z,Camera_V_X,Camera_V_Z,Camera_A_X,Camera_A_Z
0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.0,-0.0,0.0,0.0,0.0,0.0
0.06666666666666667,0.0,-0.0,0.0,0.0,0.0,0.4344827586206897
0.1,0.0,-0.0,0.0,0.028965517241379312,0.0,0.0
0.13333333333333333,0.0,0.0019310344827586207,0.0,0.0,0.0,-0.8689655172413794
0.16666666666666666,0.0,-0.0,0.0,-0.028965517241379312,0.0,0.0
0.19999999999999998,0.0,-0.0,0.0,0.0,0.0,0.4344827586206897
0.2333333333333333,0.0,-0.0,0.0,0.0,0.0,0.4344827586206897
0.26666666666666666,0.0,-0.0,0.0,0.028965517241379312,0.0,0.0
0.3,0.0,0.0019310344827586207,0.0,0.0,0.0,-0.8689655172413794
0.3333333333333333,0.0,-0.0,0.0,-0.028965517241379312,0.0,0.0
0.36666666666666664,0.0,-0.0,0.0,0.0,0.0,0.4344827586206897
0.39999999999999997,0.0,-0.0,0.0,0.0,0.0,0.0
0.4333333333333333,0.0,-0.0,0.0,0.0,0.0,0.0
0.4666666666666666,0.0,-0.0,0.0,0.0,0.0,0.4344827586206897
0.49999999999999994,0.0,-0.0,0.0,0.028965517241379312,0.0,0.0
0.5333333333333333,0.0,0.0019310344827586207,0.0,0.0,-0.4344827586206897,-0.8689655172413794
0.5666666666666667,0.0,-0.0,-0.028965517241379312,-0.028965517241379312,0.0,0.0
0.6,-0.0019310344827586207,-0.0,0.0,0.0,0.4344827586206897,0.4344827586206897
0.6333333333333333,0.0,-0.0,0.0,0.0,0.0,0.4344827586206897
0.6666666666666666,-0.0019310344827586207,-0.0,0.0,0.028965517241379312,0.4344827586206897,-0.4344827586206897
0.7,0.0,0.0019310344827586207,0.028965517241379312,-0.028965517241379312,0.0,-1.303448275862069
0.7333333333333333,0.0,-0.0019310344827586207,0.0,-0.057931034482758624,-0.4344827586206897,0.4344827586206897
0.7666666666666666,0.0,-0.0019310344827586207,0.0,0.0,0.0,1.303448275862069
0.7999999999999999,0.0,-0.0019310344827586207,0.0,0.028965517241379312,0.0,0.0
0.8333333333333333,0.0,-0.0,0.0,0.0,0.0,-0.4344827586206897
0.8666666666666666,0.0,-0.0019310344827586207,0.0,0.0,0.0,0.4344827586206897
0.8999999999999999,0.0,-0.0,0.0,0.028965517241379312,-0.4344827586206897,0.0
0.9333333333333332,0.0,-0.0,-0.028965517241379312,0.0,0.0,-0.4344827586206897
0.9666666666666666,-0.0019310344827586207,-0.0,0.0,0.0,0.8689655172413794,0.0
0.9999999999999999,0.0,-0.0,0.028965517241379312,0.0,-0.4344827586206897,0.0
1.0333333333333332,0.0,-0.0,-0.028965517241379312,0.0,-0.4344827586206897,0.4344827586206897
1.0666666666666667,-0.0019310344827586207,-0.0,0.0,0.028965517241379312,0.8689655172413794,-0.4344827586206897
1.1,0.0,0.0019310344827586207,0.028965517241379312,-0.028965517241379312,0.0,-1.303448275862069
1.1333333333333335,0.0,-0.0019310344827586207,0.0,-0.057931034482758624,-0.4344827586206897,0.4344827586206897
1.166666666666667,0.0,-0.0019310344827586207,0.0,0.0,0.0,0.8689655172413794
1.2000000000000004,0.0,-0.0019310344827586207,0.0,0.0,0.4344827586206897,0.0
1.2333333333333338,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.0,0.0
1.2666666666666673,0.0019310344827586207,-0.0019310344827586207,0.0,0.0,-0.8689655172413794,0.0
1.3000000000000007,0.0,-0.0019310344827586207,-0.028965517241379312,0.0,0.0,0.0
1.3333333333333341,0.0,-0.0019310344827586207,0.0,0.0,0.8689655172413794,0.0
1.3666666666666676,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.0,0.0
1.400000000000001,0.0019310344827586207,-0.0019310344827586207,0.0,0.0,-0.8689655172413794,0.0
1.4333333333333345,0.0,-0.0019310344827586207,-0.028965517241379312,0.0,0.0,0.0
1.466666666666668,0.0,-0.0019310344827586207,0.0,0.0,0.4344827586206897,0.0
1.5000000000000013,0.0,-0.0019310344827586207,0.0,0.0,0.4344827586206897,0.0
1.5333333333333348,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.0,0.0
1.5666666666666682,0.0019310344827586207,-0.0019310344827586207,0.0,0.0,-0.8689655172413794,0.0
1.6000000000000016,0.0,-0.0019310344827586207,-0.028965517241379312,0.0,0.0,0.0
1.633333333333335,0.0,-0.0019310344827586207,0.0,0.0,0.8689655172413794,0.0
1.6666666666666685,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.0,0.0
1.700000000000002,0.0019310344827586207,-0.0019310344827586207,0.0,0.0,-0.8689655172413794,0.0
1.7333333333333354,0.0,-0.0019310344827586207,-0.028965517241379312,0.0,0.4344827586206897,0.0
1.7666666666666688,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.4344827586206897,0.0
1.8000000000000023,0.0019310344827586207,-0.0019310344827586207,0.0,0.0,-0.8689655172413794,0.0
1.8333333333333357,0.0,-0.0019310344827586207,-0.028965517241379312,0.0,0.0,0.0
1.8666666666666691,0.0,-0.0019310344827586207,0.0,0.0,0.8689655172413794,0.0
1.9000000000000026,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.0,0.0
1.933333333333336,0.0019310344827586207,-0.0019310344827586207,0.0,0.0,-0.8689655172413794,0.0
1.9666666666666694,0.0,-0.0019310344827586207,-0.028965517241379312,0.0,0.0,0.0
2.0000000000000027,0.0,-0.0019310344827586207,0.0,0.0,0.4344827586206897,0.0
2.033333333333336,0.0,-0.0019310344827586207,0.0,0.0,0.0,0.0
2.066666666666669,0.0,-0.0019310344827586207,0.0,0.0,0.0,0.0
2.1000000000000023,0.0,-0.0019310344827586207,0.0,0.0,0.4344827586206897,0.0
2.1333333333333355,0.0,-0.0019310344827586207,0.028965517241379312,0.0,0.0,0.4344827586206897
2.1666666666666687,0.0019310344827586207,-0.0019310344827586207,0.0,0.028965517241379312,-0.8689655172413794,0.4344827586206897
2.200000000000002,0.0,-0.0,-0.028965517241379312,0.028965517241379312,0.0,-0.4344827586206897
2.233333333333335,0.0,-0.0,0.0,0.0,0.4344827586206897,-0.4344827586206897
2.2666666666666684,0.0,-0.0,0.0,0.0,0.0,0.0
2.3000000000000016,0.0,-0.0,0.0,0.0,0.4344827586206897,0.0
2.333333333333335,0.0,-0.0,0.028965517241379312,0.0,0.0,0.0
2.366666666666668,0.0019310344827586207,-0.0,0.0,0.0,-0.8689655172413794,0.0
2.4000000000000012,0.0,-0.0,-0.028965517241379312,0.0,0.0,0.0
2.4333333333333345,0.0,-0.0,0.0,0.0,0.4344827586206897,-0.4344827586206897
